agent,user_id,split,severity,episode,step,action_idx,scenario_type,difficulty,task_completed,reward,frustration,engagement,confidence,cooperation,fairness,num_retries,completion_time
random,user_005,train,1,0,9,158,turn_taking,3,True,0.971408207020608,0.0,1.0,0.8293880468040544,0.5800000000000001,0.5,0,12.54744931619097
random,user_005,train,1,0,10,62,patience,2,True,0.9548413374172692,0.09999999999999999,1.0,0.8189422494484617,0.5900000000000001,0.5,0,12.540686015561775
random,user_005,train,1,0,11,175,turn_taking,4,False,0.5080508530400296,0.3,1.0,0.7136723536001975,0.5900000000000001,0.5,0,11.749906174407549
random,user_005,train,1,0,12,125,emotion_recognition,5,False,0.3995519713659359,0.7,1.0,0.390346475772906,0.5900000000000001,0.5,0,13.568567272972288
random,user_005,train,1,0,13,103,emotion_recognition,4,True,0.9524192545982493,0.09999999999999999,1.0,0.8027950306549949,0.6000000000000001,0.5,0,12.234444154896806
random,user_005,train,1,0,14,113,emotion_recognition,4,False,0.5222356202963169,0.19999999999999998,1.0,0.7082374686421123,0.6000000000000001,0.5,0,13.431924240196913
random,user_005,train,1,0,15,127,emotion_recognition,5,False,0.42152885429766396,0.6,1.0,0.4368590286510932,0.6000000000000001,0.5,0,12.542370615058289
random,user_005,train,1,0,16,8,sharing,3,True,0.972895350286697,0.0,1.0,0.8393023352446474,0.6100000000000001,0.5,0,13.053955624004848
random,user_005,train,1,0,17,31,sharing,4,True,0.9506222875784063,0.09999999999999999,1.0,0.7908152505227086,0.6200000000000001,0.5,0,12.890177759103597
random,user_005,train,1,0,18,55,patience,3,False,0.5251059149783296,0.19999999999999998,1.0,0.7273727665221976,0.6200000000000001,0.5,0,11.79855138114503
random,user_005,train,1,0,19,25,sharing,3,True,0.96482900283765,0.0,1.0,0.7855266855843341,0.6300000000000001,0.5,0,12.3192138322466
random,user_006,train,3,0,0,98,emotion_recognition,1,False,0.5083699523187215,0.3,1.0,0.7157996821248099,0.5,0.5,0,14.729136532478469
random,user_006,train,3,0,1,150,turn_taking,1,False,0.46174327637909585,0.5,1.0,0.6049551758606393,0.5,0.5,0,14.694555482989896
random,user_006,train,3,0,2,147,turn_taking,1,False,0.48680640065146463,0.39999999999999997,1.0,0.6720426710097646,0.5,0.5,0,14.583024583697043
random,user_006,train,3,0,3,105,emotion_recognition,1,True,0.9530204694308875,0.09999999999999999,1.0,0.8068031295392506,0.51,0.5,0,13.62981044330435
random,user_006,train,3,0,4,192,conflict_resolution,1,False,0.4658999425725778,0.5,1.0,0.6326662838171854,0.51,0.5,0,13.398994923127033
random,user_006,train,3,0,5,127,emotion_recognition,3,False,0.48545042675368,0.39999999999999997,1.0,0.6630028450245337,0.51,0.5,0,14.745069652757781
random,user_006,train,3,0,6,17,sharing,2,True,0.9284260723562285,0.19999999999999998,1.0,0.7428404823748569,0.52,0.5,0,19.61204044619282
random,user_006,train,3,0,7,172,turn_taking,4,False,0.35964938092676985,0.9,1.0,0.3243292061784658,0.52,0.5,0,19.543270381173944
random,user_006,train,3,0,8,129,emotion_recognition,5,True,0.9686604064719101,0.0,1.0,0.811069376479401,0.53,0.5,0,17.307887190561374
random,user_006,train,3,0,9,142,turn_taking,3,False,0.5029256773198296,0.3,1.0,0.6795045154655313,0.53,0.5,0,18.560624688043347
random,user_006,train,3,0,10,127,emotion_recognition,5,True,0.9491967290693624,0.09999999999999999,1.0,0.7813115271290829,0.54,0.5,0,18.97078022704599
random,user_006,train,3,0,11,124,emotion_recognition,5,False,0.3608430668824191,0.9,1.0,0.3322871125494605,0.54,0.5,0,18.342617726722317
random,user_006,train,3,0,12,20,sharing,5,False,0.488755058442669,0.39999999999999997,1.0,0.6850337229511262,0.54,0.5,0,19.05873350862856
random,user_006,train,3,0,13,125,emotion_recognition,5,False,0.3994468656129685,0.7,1.0,0.3896457707531233,0.54,0.5,0,21.15946422315726
random,user_006,train,3,0,14,178,turn_taking,5,False,0.4642829396991457,0.5,1.0,0.6218862646609715,0.54,0.5,0,21.18185688568008
random,user_006,train,3,0,15,68,patience,5,True,0.9477052809613773,0.09999999999999999,1.0,0.7713685397425152,0.55,0.5,0,22.504311599408844
random,user_006,train,3,0,16,135,turn_taking,3,False,0.5036072362468336,0.3,1.0,0.6840482416455576,0.55,0.5,0,20.449146069609082
random,user_006,train,3,0,17,6,sharing,1,True,0.9106734070951614,0.3,1.0,0.72448938063441,0.56,0.5,0,17.43747335631146
random,user_006,train,3,0,18,78,patience,2,True,0.9095700196159328,0.3,1.0,0.717133464106219,0.5700000000000001,0.5,0,16.73982063814973
random,user_006,train,3,0,19,98,emotion_recognition,1,True,0.9506461552057903,0.09999999999999999,1.0,0.7909743680386023,0.5800000000000001,0.5,0,19.70700825475824
random,user_007,train,2,0,0,221,conflict_resolution,5,False,0.5484949523187215,0.09999999999999999,1.0,0.7832996821248099,0.5,0.5,0,11.578656052666737
random,user_007,train,2,0,1,48,patience,3,True,0.9666182763790958,0.0,1.0,0.7974551758606394,0.51,0.5,0,10.694186191902201
random,user_007,train,2,0,2,62,patience,2,True,0.9468323759839778,0.09999999999999999,1.0,0.7655491732265194,0.52,0.5,0,13.03613696515885
random,user_007,train,2,0,3,91,emotion_recognition,1,False,0.5465942450491539,0.09999999999999999,1.0,0.7706283003276924,0.52,0.5,0,12.55078740475169
random,user_007,train,2,0,4,223,conflict_resolution,3,False,0.5446785160307999,0.09999999999999999,1.0,0.7578567735386657,0.52,0.5,0,12.140059680871538
random,user_007,train,2,0,5,192,conflict_resolution,2,True,0.97191663354473,0.0,1.0,0.8327775569648668,0.53,0.5,0,10.753364705342765
random,user_007,train,2,0,6,7,sharing,1,True,0.9483663202606214,0.09999999999999999,1.0,0.7757754684041429,0.54,0.5,0,10.743779017644998
random,user_007,train,2,0,7,52,patience,1,True,0.9685085177678386,0.0,1.0,0.8100567851189246,0.55,0.5,0,11.238060171009547
random,user_007,train,2,0,8,184,conflict_resolution,1,True,0.9710891615396952,0.0,1.0,0.8272610769313014,0.56,0.5,0,11.276081292642388
random,user_007,train,2,0,9,13,sharing,1,True,0.9702954564535282,0.0,1.0,0.8219697096901886,0.5700000000000001,0.5,0,11.380618248630636
